Country,Code,Value_max,Value_min,Value_mean,Value_median,Value_std,Annual_Growth_Rate_mean,Annual_Growth_Rate_median,Annual_Growth_Rate_std,5_Year_Growth_Rate_mean,10_Year_Growth_Rate_mean
"Bahamas, The",BHS,399440.0,116317.0,279212.75,283329.0,85067.62592047596,1.9862504780848973,1.7020980964290722,1.344001120677744,10.223394672127865,20.918055291749244
Bahrain,BHR,1577059.0,165477.0,670105.09375,515627.5,453232.3405569742,3.6676034495550383,3.6622554521936523,2.2531582628101656,20.207967628146992,46.24403334745477
Bangladesh,BGD,171466990.0,51828660.0,113469589.078125,114869650.5,37570213.05199684,1.920032786186109,1.905896071425417,0.7561407862887849,10.006510927787842,21.12090826953545
Barbados,BRB,282336.0,230893.0,260494.09375,259820.0,13460.644919240103,0.32020707156811656,0.2575813076245659,0.2934404385851453,1.5501056212631588,2.890850227096095
Belarus,BLR,10239050.0,8198000.0,9511239.109375,9494209.5,525876.1874865018,0.1811434023432064,0.1902458210422786,0.5872686242808997,0.9506664920939867,1.8218575325363493
Belgium,BEL,11787423.0,9153489.0,10239309.171875,10024822.0,691239.0032107293,0.402612985036161,0.38597097522270474,0.2789460265609267,1.9608343683093377,3.764828285619036
Belize,BLZ,411106.0,91318.0,217181.21875,189011.5,97984.6687862838,2.4183411000440427,2.3443553022918673,0.5581742928024713,12.799165556143144,27.36545846854351
Benin,BEN,14111034.0,2517286.0,6525919.25,5532388.0,3462205.4838403366,2.775080413330132,2.9442842171815586,0.4906612329294461,14.90911587499595,32.59430525160113
Bermuda,BMU,64749.0,42208.0,57288.875,58195.5,6133.680462485232,0.6826338460283858,0.4821422571649414,0.6973564154689668,3.296015038864465,6.106435030029841
Bhutan,BTN,786385.0,224084.0,529383.59375,555829.5,174287.8831817951,2.025117296779794,2.3340364539266023,1.588607823060016,10.782500508711184,23.02572485243529
Bolivia,BOL,12244159.0,3702323.0,7556050.0625,7355312.5,2611853.8399470863,1.917226834788454,2.0610033475319423,0.3331158834010907,10.065066203965706,21.364864440933452
Bosnia and Herzegovina,BIH,4458343.0,3185073.0,3870308.453125,3895929.0,354626.4568122409,-0.029661475592368338,0.6448935894629138,1.8746458337613767,-0.12900213510260883,-0.31101070112042034
Botswana,BWA,2480244.0,516165.0,1381571.21875,1360894.5,634208.8893076477,2.5314612960953475,2.1842069725601876,1.3439811076783295,13.693922598065976,30.803807101857092
Brazil,BRA,211140729.0,72388126.0,148727836.640625,152999667.5,43958771.03148996,1.7166797510596838,1.6812229417028757,0.7851604612151403,8.937989332938832,18.775084937813773
British Virgin Islands,VGB,38985.0,7950.0,18860.25,16390.0,9594.686146715183,2.569072526947307,2.5899645210339495,1.647757706075196,14.080342106287805,30.913072393246996
Brunei Darussalam,BRN,458949.0,88347.0,269472.21875,266217.5,117418.06273913616,2.6556830794837976,2.6430575268956646,1.104407465465067,14.071142039959813,30.073754520124208
Bulgaria,BGR,8981446.0,6446596.0,8096808.5,8257421.5,692249.9907852357,-0.31168592553919955,-0.5144022763558742,0.892934351259737,-1.353589900534681,-2.7552819611037944
Burkina Faso,BFA,23025776.0,4778621.0,11038717.40625,9511953.5,5469802.062124654,2.528733233972884,2.669838894540244,0.5299630168865255,13.556132567772417,29.534185935344457
Burundi,BDI,13689450.0,2764258.0,6472143.140625,5690350.0,3105102.28913405,2.580650880045799,2.5373427751934408,1.3385938221519376,13.613918482746852,29.0539133533457
Cabo Verde,CPV,522331.0,210024.0,391508.9375,389000.5,100117.06263469382,1.461294138138107,1.4069330706237393,0.9784565756939735,7.523045548274282,15.392439590562777
Cambodia,KHM,17423880.0,5088808.0,9954948.03125,7899966.5,4223554.845292284,1.9043199170208727,1.5739264292023547,2.9280637537627703,10.589837033452772,23.423120413953274
Cameroon,CMR,28372687.0,5159057.0,13418266.75,11836766.5,6789672.1959394645,2.7432441795311733,2.7866724093117634,0.3141715588319007,14.672069802598081,31.7859627487932
Canada,CAN,40097761.0,17909356.0,28226290.96875,28204342.0,6068510.417492889,1.2885519800203846,1.1512845344605172,0.44861483698244053,6.382240522044853,12.850391663757032
Caribbean small states,CSS,3152394.0,1713405.0,2480302.53125,2425221.5,385187.1945061145,0.9738952399262855,0.7590652951864341,0.5472175072448228,4.8288897135189535,9.368045447711543
Cayman Islands,CYM,73038.0,8428.0,32966.734375,27957.5,20597.315825467107,3.4932149527534273,3.4680814816617556,1.1375892235510663,19.38951220637954,44.51009342812246
Central African Republic,CAF,5152421.0,1702346.0,3279997.3125,3011011.0,1117437.115350872,1.777367223884143,1.946075673334513,0.9020043696516574,9.39956605789488,19.84025217786863
Central Europe and the Baltics,CEB,110801640.0,91401764.0,104101265.53125,104708679.5,5135602.589060901,0.14699765347861166,-0.06314511113439947,0.5328786418053654,0.7355930235444108,1.4328012548107625
Chad,TCD,19319064.0,3049838.0,8040221.1875,6340166.0,4678774.818396975,2.9788396883911776,3.3616645566835635,1.0538818815205404,15.846437166817815,34.66749290282137
Channel Islands,CHI,167691.0,110808.0,141699.03125,144501.0,16686.256991307542,0.660329701150916,0.704712686733,0.32144360717396375,3.355754499224223,6.76151989725649
Chile,CHL,19658835.0,8153350.0,13807451.3125,13773534.0,3464419.8985021403,1.4074769076304563,1.5100026292730107,0.37757618022633654,7.283267906858229,14.955610443355987
China,CHN,1412360000.0,660330000.0,1109125312.5,1157875000.0,239608905.6081308,1.1992089259537553,1.1366722107192473,0.824386870567662,6.519477505223951,13.521155640077886
Colombia,COL,52321152.0,15606209.0,33558476.8125,33429471.5,11066785.893101014,1.9406408305791447,2.01685569832335,0.6236680640970262,10.052084629547458,20.869351614566806
Comoros,COM,850387.0,197700.0,469832.09375,460334.5,195078.549110207,2.3443407558009035,2.072295722200357,0.5664529752560321,12.499073291623477,27.117760818216734
"Congo, Dem. Rep.",COD,105789731.0,15264846.0,45710188.265625,38577363.5,25943362.512108907,3.1215486780648667,3.1843162274862946,0.4557174469048992,16.67708072814567,36.19569141703731
"Congo, Rep.",COG,6182885.0,1056732.0,2913721.421875,2484347.0,1525265.9480306804,2.844976531209485,2.8346311938356905,0.4925500728370424,15.18442528389283,32.9725605607027
Costa Rica,CRI,5105525.0,1327496.0,3261933.15625,3243217.0,1223627.0332527508,2.164903258561752,2.5512591712619104,0.8804657742078982,11.391426301870567,24.291375888126435
Cote d'Ivoire,CIV,31165654.0,3673666.0,14452776.0625,12942090.0,8292227.698693485,3.4551119334365454,3.916887574865724,0.7949908713283995,18.6837679004859,41.24148525818047
Croatia,HRV,4777368.0,3855641.0,4388629.296875,4378559.0,240863.596936252,-0.10754127843274024,0.12881568554570233,0.8682934071650582,-0.589389636704254,-1.0804043865281516
Cuba,CUB,11303175.0,7238081.0,10199741.0,10751720.5,1204288.7079916468,0.6722159138648055,0.45410429752950066,0.7530559499480991,3.4007270852064515,6.759816184714827
Curacao,CUW,160175.0,124826.0,145288.203125,146946.5,8466.881099983615,0.2793059231744442,0.5074371462419291,1.429490116862525,1.6062288368432684,3.169547064396244
Cyprus,CYP,1344976.0,586490.0,879164.859375,804642.5,238851.0107044462,1.3275080722218586,1.4440320721081257,0.5300124824245558,6.90686410291482,14.592248152782377
